id,Kropki,Kreski,Robaki,Artefakty
5024706,0,1,0,0
8460196,0.4,0.4,0.2,0
5025226,0,0.8,0,0
5969309,1,0,0,0
4887614,0.8,0,0,0.2
5025581,0,0,0,0.2
5025696,0,0,1,0
5355854,1,0,0,0
4654587,0,0.2,0.4,0
5028559,0,0,0.4,0
5030457,0.2,0,0.8,0
6908292,0,0,0.8,0
5031596,0,1,0,0
9285214,1,0,0,0
5034270,0,1,0,0
6781147,0.8,0.2,0,0
5036454,0,0,0.2,0.2
5472570,0.4,0.2,0,0
5038629,0,1,0,0
7061446,0,0.8,0.2,0
5040155,0,1,0,0
5225298,1,0,0,0
5003374,1,0,0,0
5040660,0,0,0.8,0
5041156,0,1,0,0
5385528,0.4,0.2,0,0
4855341,1,0,0,0
5041431,0,1,0,0
5042455,0,0,0.2,0.2
16294863,1,0,0,0
5042521,0,1,0,0
5287113,0.8,0,0,0.2
5043553,0,0,0.8,0
7560606,1,0,0,0
5044345,0,1,0,0
7471759,0.8,0.2,0,0
5047317,0.2,0,0,0
9162067,0.8,0,0,0
5048494,0,1,0,0
7056176,0,0.4,0.2,0
5048635,0,0.6,0.2,0
9285860,1,0,0,0
5055358,0,0.8,0,0
6162384,0.8,0,0,0
5067148,0,0.4,0.6,0
5864490,0.8,0.2,0,0
5070120,0,0.6,0,0
9343456,1,0,0,0
5070548,0,0.6,0.4,0
5473535,0.2,0.6,0.2,0
5077350,0,1,0,0
5900696,1,0,0,0
4696705,0.2,0.2,0,0
5081429,0.4,0,0,0
5087563,0,1,0,0
6700200,0,0.2,0.8,0
5091674,0,0.4,0.4,0
7641766,1,0,0,0
5091973,0,0.8,0,0
8200598,1,0,0,0
5097460,0,0,0.2,0
16294537,0,0,0.2,0.2
5099134,0,0,0.8,0
8459656,1,0,0,0
5100360,0,0.4,0.4,0
8494611,1,0,0,0
5100449,0,0.2,0.8,0
5332477,0,1,0,0
5103006,0,0,0.8,0
6872501,0.6,0.2,0,0
5103534,0,1,0,0
7493547,1,0,0,0
5103701,0,0.6,0.2,0
7606477,0,0,0,0
5105430,0,0.6,0.4,0
5462535,0,0.8,0,0
4903538,0,0,0,0
5105441,0,0.8,0,0
5105693,0,1,0,0
7602196,0,0.2,0.4,0.2
5107322,0,0,0.8,0.2
7643899,0,1,0,0
5114327,0.2,0,0,0
9128576,0.6,0.2,0.2,0
5115139,0,0.4,0.6,0
5879294,0.8,0,0,0.2
5115270,0,0,0.8,0
6918472,1,0,0,0
5115448,0,1,0,0
5473519,0,0.8,0.2,0
5129482,0,1,0,0
7595045,0.8,0.2,0,0
5132580,0,0.8,0.2,0
5389471,0.4,0.2,0.2,0
5132762,0,1,0,0
7511618,1,0,0,0
5132773,0,1,0,0
6528992,0.4,0.4,0,0
5134849,0,0,0.8,0
5215440,0,0,0,0
4601698,1,0,0,0
5149573,0,1,0,0
5151064,0,0.6,0.4,0
6999637,0.8,0,0,0
5151805,0,0.6,0.4,0
5944835,1,0,0,0
5154754,0,0,1,0
7602697,1,0,0,0
5162513,0,0.8,0.2,0
8272881,1,0,0,0
5167626,0,1,0,0
9555027,0,0,0,0
5169185,0,0.4,0,0
7470046,1,0,0,0
5173354,0,0.4,0.2,0
9143685,1,0,0,0
5174823,0,0.8,0.2,0
9123629,0.2,0.2,0.6,0
5181194,0,0.8,0.2,0
5385998,0,0,0.4,0
5187564,0,0.8,0.2,0
5255682,1,0,0,0
4703192,1,0,0,0
5189928,0,0,0.8,0
5192876,0,0.8,0.2,0
8459821,0,0,0.8,0
5195451,0,0.8,0.2,0
9285878,1,0,0,0
5199900,0,0,0.8,0
5660852,1,0,0,0
5205308,0,1,0,0
9306516,0,0.4,0,0.2
5206300,0,0.6,0.4,0
7136166,1,0,0,0
4915616,1,0,0,0
5206323,0,0,0.8,0
5206327,0,0.8,0.2,0
9270433,1,0,0,0
5206345,0,0,0.8,0
9124278,0.4,0,0,0
4985445,0.8,0,0,0.2
5206361,0,1,0,0
5206452,0,1,0,0
6852400,1,0,0,0
5206661,0,1,0,0
16295760,1,0,0,0
5206677,0,1,0,0
6978499,1,0,0,0
5206679,0,0.6,0.4,0
6161552,0,0.8,0.2,0
5206698,0,0,0.6,0
7541260,0.8,0.2,0,0
5206711,0,0,0.6,0
9237133,0.2,0,0.4,0
5206737,0,1,0,0
5945485,0.6,0.4,0,0
5208824,0,0.4,0,0
5909930,1,0,0,0
4945348,0.2,0.6,0.2,0
5209772,0,0.8,0.2,0
5210093,0,0.4,0.4,0
5239194,1,0,0,0
5211614,0,1,0,0
7469819,0,0.2,0.8,0
5034415,0.8,0.2,0,0
5212933,0,0.8,0.2,0
5213244,0,1,0,0
9444582,1,0,0,0
5219126,0,0.8,0.2,0
7586772,1,0,0,0
4853235,1,0,0,0
5219722,0,1,0,0
5222903,0,0.8,0.2,0
5950525,0,0.8,0,0
5224390,0,0,1,0
7042671,1,0,0,0
5225174,0.2,0,0,0
9285264,1,0,0,0
5225869,0,1,0,0
6161916,0,0,0,0
5228538,0,1,0,0
9546060,1,0,0,0
4621019,1,0,0,0
5228687,0,0.6,0.4,0
5232611,0,0.8,0.2,0
6981896,0.6,0.4,0,0
4654183,0.8,0,0,0
5232884,0,1,0,0
5215049,1,0,0,0
5234703,0,1,0,0
5239554,0,0,0.6,0
7322369,0.8,0.2,0,0
5239576,0,0.6,0.4,0
6222988,0.4,0.4,0.2,0
5240112,0,0.6,0.4,0
9330860,0,0.4,0.6,0
5247485,0,0,0.8,0
5389448,1,0,0,0
5258582,0,0,0,0
8528442,0,0.6,0.2,0
5260031,0,0.6,0.2,0
7470622,0,0.4,0.2,0
4904518,0.2,0.4,0.4,0
5262983,0,0,0.8,0
5272552,0.2,0,0,0.2
6723019,1,0,0,0
5277172,0,0,0.8,0.2
7576860,0.2,0,0,0
5280113,0.2,0,0,0
7471042,1,0,0,0
5280955,0.2,0,0,0
7147399,1,0,0,0
4750416,0,0.6,0,0
5289073,0.4,0,0,0
5140164,1,0,0,0
5292954,0,0,0.6,0.2
5302946,0,0,0.8,0
6890908,0.2,0.8,0,0
4653595,1,0,0,0
5304078,0,0,0.8,0
5225667,0,1,0,0
5307397,0,0,0,0.2
5309424,0,0,0.8,0
8317138,1,0,0,0
5325114,0,0,0.8,0
8114714,0,0.6,0,0
5326430,0,0,0.6,0.2
8468147,0,0.2,0,0
5348802,0.2,0,0,0.2
8472684,0.4,0,0,0
5359397,0,0,0.8,0
6641755,1,0,0,0
5383752,0,0,0.8,0
7067860,0,0.2,0.4,0
5087160,0.4,0.4,0,0
5392310,0,0,1,0
5392570,0.2,0,0,0.2
8473610,0.2,0.4,0,0
5026938,1,0,0,0
5398222,0,0,0.4,0.2
5448543,0,0.8,0.2,0
7470294,0.6,0.4,0,0
5451251,0,0,0.2,0.2
9285498,0.2,0.6,0.2,0
5166575,1,0,0,0
5455660,0,0,1,0
4827885,0,0.8,0.2,0
5468291,0,0,1,0
5469594,0,0,0.4,0
7470786,1,0,0,0
5472882,1,0,0,0
5486815,0,0.8,0.2,0
5605684,1,0,0,0
5634325,0,0.6,0.4,0
5646200,0,0,0.2,0
8525175,1,0,0,0
5649005,0,0.2,0.6,0
6400496,1,0,0,0
5713771,0,0,0.8,0
5982391,1,0,0,0
5732924,0,0,0.6,0
9504513,0.6,0,0,0
5741532,0,0,0.6,0
5839923,1,0,0,0
5827598,0,0,0.6,0
9285614,1,0,0,0
5832018,0,0,0,0.2
9255543,0.2,0,0.2,0
5862915,0.2,0,0.2,0.2
7560734,0.8,0.2,0,0
5870891,0,0,0.6,0.2
8171680,1,0,0,0
5874339,0,0,0.8,0.2
5951007,0,1,0,0
4847642,0.8,0.2,0,0
5889331,0,0,0,0.2
5890181,0,0,0.6,0
5952260,1,0,0,0
5207193,0.6,0.4,0,0
5901264,0.2,0,0,0
5902548,0,0.8,0.2,0
7797557,1,0,0,0
4593861,1,0,0,0
5917209,0,0,0.8,0
5923406,0,0,0.4,0
7486726,1,0,0,0
5927832,0,0,1,0
9285674,1,0,0,0
5937364,0.4,0,0,0
9285116,1,0,0,0
5025489,0.6,0.4,0,0
5952271,0,0.2,0.4,0
5958693,0,0,0.8,0
6973406,1,0,0,0
5967989,0.4,0,0,0
6162008,1,0,0,0
5685307,0.6,0.4,0,0
5973441,0,1,0,0
5989847,0,0.2,0.4,0
7318982,1,0,0,0
5990157,0.4,0,0,0
6162775,1,0,0,0
6002139,0.4,0,0,0
7062587,0.8,0.2,0,0
6026050,0,0.2,0.8,0
6430268,0.8,0,0,0
6031453,0,0,0.8,0
6161825,1,0,0,0
6031907,0.2,0,0,0
7662269,1,0,0,0
6044611,0,0.4,0.2,0
9123430,0.2,0,0.2,0
6045701,0.4,0,0,0
8459988,0,0.4,0.6,0
5047697,1,0,0,0
6161442,0,0,0.6,0
6161579,0,0,0.8,0
6993601,1,0,0,0
6162043,0.4,0,0,0
9601708,1,0,0,0
6162085,0.4,0,0,0
9285447,1,0,0,0
4770654,0.2,0.2,0.6,0
6162187,0,0.2,0.8,0
5811693,0.8,0.2,0,0
6162400,0,0.2,0.4,0
6162711,0,0.2,0.8,0
9123759,0.2,0,0.2,0
6162722,0,0,1,0
7502039,1,0,0,0
6162838,0,0,1,0
6894877,1,0,0,0
6216882,0,0,0.8,0
9299455,1,0,0,0
4726644,0,0.4,0,0
6225022,0,0.2,0.8,0
6229936,0.2,0,0.2,0
7210811,0.6,0.2,0,0
6230380,0.4,0,0,0
8093157,0.8,0,0,0.2
5302801,0,0.6,0.4,0
6233698,0,0.8,0.2,0
6233799,0,0,0.2,0
7744409,0,0.6,0.2,0
6234182,0,0,0,0
7105413,1,0,0,0
4619184,0.2,0,0,0
6262949,0,0.2,0.2,0
6317443,0,0.4,0.2,0
7582702,0.2,0.6,0,0
6359947,0,0,0.8,0
6782066,0,0.2,0.6,0
4600848,0,0.6,0.2,0
6363684,0,0,0.6,0.2
6379428,0,0,0.8,0
6564841,0.2,0,0,0
6379429,0,0.2,0.4,0
7472512,1,0,0,0
5901374,1,0,0,0
6381951,0,0.2,0.6,0
6474452,0,0,0.8,0
8461671,1,0,0,0
6500344,0,0,0.8,0
7968099,0.8,0.2,0,0
6500828,0,0.2,0.2,0
9270732,0,0.4,0.4,0
6514746,0,0.2,0.8,0
7471992,0,0.2,0.6,0
6349613,0,0.6,0.4,0
6532557,0.6,0,0,0
6455779,1,0,0,0
6537353,0,0,0.4,0
6557631,0.4,0,0,0
7657561,1,0,0,0
6557915,0,0,0.6,0
8287067,1,0,0,0
6582418,0.2,0,0.4,0
6788177,1,0,0,0
4716526,1,0,0,0
6582662,0,0,0.6,0
6662537,0,0,0.4,0
7077570,1,0,0,0
6664326,0,0,0.6,0
8475536,0.8,0.2,0,0
5886670,0.6,0,0.2,0
6664473,0.4,0,0,0
6664858,0.4,0,0,0
9285253,0,0.4,0.4,0
6162444,1,0,0,0
6665015,0,0,1,0
6697896,0.2,0.2,0,0
7626438,0.4,0.6,0,0
6699230,0,0.2,0.8,0
16294985,1,0,0,0
5243578,1,0,0,0
6704253,0.2,0,0.4,0
6730383,0,0.8,0.2,0
7334381,0.8,0.2,0,0
4832665,1,0,0,0
6730541,0,0.2,0.8,0
5997479,0,0.6,0.4,0
6735565,0,0,0.2,0
5265301,0.8,0,0,0
6738411,0,0.6,0.2,0
6741892,0,0.8,0.2,0
7744578,1,0,0,0
6769636,0.2,0,0.4,0
7834166,0,0.6,0.4,0
4659558,1,0,0,0
6770969,0.2,0.2,0,0
6774095,0,0.6,0.4,0
7471898,0.8,0.2,0,0
6774607,0,0,0.8,0
9129186,1,0,0,0
6774796,0,0.4,0.6,0
9146624,1,0,0,0
6784190,0,0.4,0.2,0
6886089,0.8,0.2,0,0
6789455,0,0,1,0
7106670,1,0,0,0
5463617,0.8,0.2,0,0
6790800,0.4,0,0,0
6793300,0,0,0.8,0
6980705,1,0,0,0
6795326,0,0.2,0.6,0
6982191,1,0,0,0
6795360,0,0,0.6,0
9425281,0,0.8,0.2,0
4981845,0.2,0.8,0,0
6813098,0,0.2,0.8,0
5823886,0,0.8,0.2,0
6817685,0,0.2,0.6,0
5073796,0,0.2,0.8,0
6825657,0,0.6,0.2,0
5910056,0.2,0.6,0,0
6826884,0.4,0,0,0
5713769,0,0.8,0.2,0
6848805,0,0,0.2,0
5287116,0.6,0.4,0,0
6862821,0,0,1,0
5399216,1,0,0,0
6867850,0.2,0,0.6,0
6873164,0,0,0.8,0
9285580,0.2,0,0,0.2
5608806,0.2,0,0,0
6876535,0,0.2,0.6,0
4735799,0.6,0.4,0,0
6877538,0.4,0,0,0
5400426,1,0,0,0
6880563,0,0.6,0.2,0
6884704,0,0,0.6,0
8322956,0,0.6,0,0
6886401,0,0,0.2,0.2
7471531,0,0.6,0.2,0
6891802,0.4,0,0.2,0
9247248,0.8,0.2,0,0
6894412,0,0,0.8,0
7150537,1,0,0,0
5300954,1,0,0,0
6894505,0,0.4,0.2,0
6918479,0,0.4,0.2,0
7288914,1,0,0,0
4847636,1,0,0,0
6924050,0.4,0,0,0
6932719,0,0,1,0
9124198,0,0.4,0.4,0
6933494,0.4,0,0,0
9438001,1,0,0,0
4944351,1,0,0,0
6941014,0,0,1,0
6945801,0,0,0.6,0
7102357,0.4,0.6,0,0
6946308,0,0.2,0.6,0
8298991,1,0,0,0
6398587,0,1,0,0
6947297,0,0.8,0,0
4920867,1,0,0,0
6950738,0.4,0,0,0
5206718,0.6,0.4,0,0
6957753,0,0.4,0.6,0
5957635,1,0,0,0
6974190,0.2,0,0.4,0
5610628,1,0,0,0
6974204,0.4,0,0,0
5257154,0.2,0.8,0,0
6976727,0.4,0,0,0
6769453,0,0.4,0,0
6996957,0,0.2,0.8,0
6998911,0,0,0.6,0
9144631,0,0.6,0.2,0
4991356,1,0,0,0
7051751,0,0,1,0
5210623,0,0.8,0,0
7056822,0.2,0,0.4,0
7059498,0,0.2,0.8,0
8512635,1,0,0,0
6161785,0.2,0.4,0.2,0
7076652,0,0.6,0.4,0
5857951,1,0,0,0
7079337,0.2,0,0,0
6515394,0.8,0.2,0,0
7080299,0.2,0,0,0
5899199,0.8,0,0,0
7085690,0,0,0,0.2
7092535,0,0,1,0
9329166,0,0.8,0,0
4744454,0.4,0.4,0,0
7097636,0,0,1,0
7107084,0,0,0.6,0
9574759,1,0,0,0
7107193,0.2,0.2,0,0
7469863,0,0.8,0.2,0
5206671,0,0.2,0.8,0
7126384,0,0.2,0.8,0
4662452,0.4,0.6,0,0
7134850,0.2,0,0,0
6920094,1,0,0,0
7135827,0.2,0,0,0
5320065,0.6,0.2,0,0
7136440,0.2,0,0.2,0
5957971,1,0,0,0
7137009,0.4,0,0,0
7148947,0,0.2,0.8,0
7472085,1,0,0,0
4892396,0.6,0,0,0
7151716,0.2,0.2,0,0
5201076,1,0,0,0
7152489,0.4,0,0,0
7184552,0,0.4,0.4,0
8460378,1,0,0,0
5352417,0,1,0,0
7209407,0,0.2,0.6,0
4655743,1,0,0,0
7236083,0.2,0,0.2,0
5029971,0.8,0.2,0,0
7238971,0,0.8,0.2,0
5993967,0,0.4,0.4,0
7242690,0,0.8,0.2,0
5864636,0.2,0.4,0.4,0
7246362,0,0,0.6,0
7258371,0,0.2,0.8,0
9124260,0,0.4,0.2,0
7275573,0,0.4,0.6,0
9608870,0.2,0.2,0,0
6698298,1,0,0,0
7310796,0.4,0,0,0
7316799,0,0.8,0.2,0
9489854,0,0,0,0
4848492,1,0,0,0
7347958,0,0,1,0
5245461,0.2,0.4,0.2,0
7354787,0.4,0,0,0
4746744,0.2,0.2,0.4,0
7357637,0,0.6,0.4,0
6162448,1,0,0,0
7373740,0,0.2,0.8,0
5997694,0.4,0,0,0
7425840,0,0.2,0.8,0
7468618,0,0,0.2,0
7470292,0,0.8,0,0
5211697,0,0.8,0.2,0
7470026,0.4,0,0,0
5273700,1,0,0,0
7470116,0,0.2,0.4,0
7470144,0,0.2,0.2,0
9285681,0.8,0.2,0,0
7470300,0,0.8,0.2,0
9123569,0,0.8,0.2,0
5295801,0,0.4,0.2,0
7470372,0,0.2,0.6,0
7470517,0,0,0.2,0
7471875,0,0,0.4,0
7470695,0,0,0.8,0
8533583,0.2,0,0,0
7470912,0,0,0,0
8468247,1,0,0,0
7097637,0,0.8,0.2,0
7470921,0,0.2,0.6,0
6035232,0,0.4,0.4,0
7471073,0,0,0,0
7471271,0,0.4,0.4,0
9256292,1,0,0,0
5035910,0,0.8,0.2,0
7471292,0,0,0.4,0
5896786,0,0.2,0,0
7471331,0.4,0,0,0
5472591,0.2,0.2,0.2,0
7471368,0.4,0,0,0
7471552,0,0,0.6,0
8207919,1,0,0,0
7471650,0,0.8,0.2,0
9373428,1,0,0,0
6437583,0.2,0.8,0,0
7471783,0,0.8,0.2,0
6030711,1,0,0,0
7471837,0,0,0.8,0
5107273,1,0,0,0
7473353,0,0.8,0.2,0
7494762,0,0.4,0.4,0
7560859,1,0,0,0
6861366,1,0,0,0
7495229,0,0.2,0.8,0
7496652,0,0,0.8,0
9314789,1,0,0,0
6730394,1,0,0,0
7497699,0,0,0.8,0
7497775,0.2,0.4,0,0
7560165,1,0,0,0
5620818,0,0.2,0,0
7499449,0,0,0.4,0
4920018,1,0,0,0
7499492,0,0,0,0
4944606,1,0,0,0
7499670,0.2,0,0,0
7501168,0,0,0.8,0
9496896,0,0,0,0
5385318,0,1,0,0
7503779,0.2,0,0,0
5950186,0.4,0.2,0,0
7522611,0,0,0.6,0
